OBJECTID,FEATURETYPE,DESCRIPTION,CLASS,FID,NAME,OPERATIONALSTATUS,OWNER,INDUSTRYID,ADDRESS,SUBURB,STATE,SPATIALCONFIDENCE,REVISED,COMMENT,LATITUDE,LONGITUDE
4605,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4605,Manly West,Operational,7-Eleven Pty Ltd,,459 Manly Road,Manly West,Queensland,5,20120713,,-27.4755190999999,153.1657871
4606,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4606,Marcoola,Operational,7-Eleven Pty Ltd,,946-948 David Low Way,Marcoola,Queensland,5,20120713,,-26.6006040999999,153.0955721
4607,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4607,Maroochydore,Operational,7-Eleven Pty Ltd,,53 Aerodrome Road,Maroochydore,Queensland,5,20120713,,-26.6600291,153.1003981
4608,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4608,Mermaid Waters,Operational,7-Eleven Pty Ltd,,1 Lakeview Boulevard,Mermaid Waters,Queensland,5,20120713,,-28.0402700999999,153.4082721
4609,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4609,Moorvale,Operational,7-Eleven Pty Ltd,,841 Ipswich Road,Moorooka,Queensland,5,20120713,,-27.5240340999999,153.0233481
4610,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4610,Morayfield,Operational,7-Eleven Pty Ltd,,272 Morayfield Road,Morayfield,Queensland,5,20120713,,-27.1122450999999,152.9507771
4611,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4611,Mount Gravatt East,Operational,7-Eleven Pty Ltd,,Cavandish Road,Mount Gravatt,Queensland,5,20120713,,-27.5318121,153.0934321
4612,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4612,Newmarket,Operational,7-Eleven Pty Ltd,,85 Enoggera Road,Newmarket,Queensland,5,20120713,,-27.4386281,153.0075661
4613,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4613,Oxenford,Operational,7-Eleven Pty Ltd,,170 Old Pacific Road,Oxenford,Queensland,5,20120713,,-27.8861740999999,153.3135771
4614,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4614,Pacific Pines,Operational,7-Eleven Pty Ltd,,31 Pitcairn Way,Pacific Pines,Queensland,5,20120713,,-27.9462321,153.3206811
4615,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4615,Palm Beach,Operational,7-Eleven Pty Ltd,,1346-1354 Gold Coast Highway,Palm Beach,Queensland,5,20120713,,-28.1090920999999,153.4654331
4616,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4616,Palm Beach,Operational,7-Eleven Pty Ltd,,1186 Gold Coast Highway,Palm Beach,Queensland,5,20120713,,-28.1183280999999,153.4706361
4617,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4617,Parkwood,Operational,7-Eleven Pty Ltd,,236 Napper Road,Parkwood,Queensland,5,20120713,,-27.9469801,153.3510141
4618,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4618,Raceview,Operational,7-Eleven Pty Ltd,,59-63 Raceview Street,Raceview,Queensland,5,20120713,,-27.6349551,152.7745321
4619,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4619,Rangeville,Operational,7-Eleven Pty Ltd,,85 Perth Street,Rangeville,Queensland,5,20120713,,-27.5747031,151.9692441
4620,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4620,Riverhills,Operational,7-Eleven Pty Ltd,,412 Sumners Road,Riverhills,Queensland,5,20120713,,-27.5618721,152.9217761
4621,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4621,Robina,Operational,7-Eleven Pty Ltd,,48-56 Commercial Drive,Robina,Queensland,5,20120713,,-28.0655111,153.4041071
4622,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4622,Robina Town Centre,Operational,7-Eleven Pty Ltd,,Robina Town Centre Drive,Robina,Queensland,5,20120713,,-28.0805591,153.3841121
4623,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4623,Runaway Bay,Operational,7-Eleven Pty Ltd,,20 Bayview Street,Runaway Bay,Queensland,5,20120713,,-27.9235851,153.4037111
4624,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4624,Sanctuary Cove,Operational,7-Eleven Pty Ltd,,83-87 Broadwater Avenue,Sanctuary Cove,Queensland,5,20120713,,-27.8778270999999,153.3671011
4625,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4625,Sandgate,Operational,7-Eleven Pty Ltd,,86 Rainbow Street,Sandgate,Queensland,5,20120713,,-27.3211800999999,153.0681541
4626,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4626,Silkstone,Operational,7-Eleven Pty Ltd,,Blackstone Road,Silkstone,Queensland,5,20120713,,-27.6211671,152.7880141
4627,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4627,Southport,Operational,7-Eleven Pty Ltd,,Lot 4 Slatyer Avenue,Southport,Queensland,5,20120713,,-27.9964171,153.3997501
4628,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4628,Springwood,Operational,7-Eleven Pty Ltd,,Springwood Road,Springwood,Queensland,5,20120713,,-27.6102860999999,153.1241681
4629,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4629,Strathpine,Operational,7-Eleven Pty Ltd,,273 Gympie Road,Strathpine,Queensland,5,20120713,,-27.3076950999999,152.9903651
4630,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4630,Sunnybank,Operational,7-Eleven Pty Ltd,,82 Pinelands Road,Sunnybank,Queensland,5,20120713,,-27.5915701,153.0603731
4631,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4631,The Gap,Operational,7-Eleven Pty Ltd,,1121 Waterworks Road,The Gap,Queensland,5,20120713,,-27.4428920999999,152.9436531
4632,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4632,Toowoomba,Operational,7-Eleven Pty Ltd,,328-330 James Street,Toowoomba,Queensland,5,20120713,,-27.5662351,151.9307591
4633,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4633,Toowoomba East,Operational,7-Eleven Pty Ltd,,221A-225 Ruthven Street,Toowoomba,Queensland,5,20120713,,-27.5506420999999,151.9547141
4634,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4634,Victoria Point,Operational,7-Eleven Pty Ltd,,439-447 Cleveland-Redland Bay Road,Victoria Point,Queensland,5,20120713,,-27.5844351,153.2812151
4635,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4635,Warana,Operational,7-Eleven Pty Ltd,,Nicklin Way,Warana,Queensland,5,20120713,,-26.7192441,153.1292161
4636,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4636,Warner Lakes,Operational,7-Eleven Pty Ltd,,Lot 901 Old North Road,Warner,Queensland,5,20120713,Not on imagery but is visible GE streetview 16/10/2011,-27.3103831,152.9627861
4637,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4637,Windaroo,Operational,7-Eleven Pty Ltd,,159-163 Beenleigh-Beaudesert Road,Windaroo,Queensland,5,20120713,,-27.7356831,153.1940071
4638,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4638,Wishart,Operational,7-Eleven Pty Ltd,,Mount Gravatt-Capalaba Road,Wishart,Queensland,5,20120713,,-27.5565741,153.0896971
4639,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4639,Woodridge,Operational,7-Eleven Pty Ltd,,North Road,Woodridge,Queensland,5,20120713,,-27.6189021,153.1049711
4640,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4640,Woodridge,Operational,7-Eleven Pty Ltd,,Kingston Road,Woodridge,Queensland,5,20120713,,-27.6206630999999,153.1152281
4641,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4641,Wynnum,Operational,7-Eleven Pty Ltd,,Tingal Road,Wynnum,Queensland,5,20120713,,-27.4459451,153.1717991
4642,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4642,Yeronga,Operational,7-Eleven Pty Ltd,,563 Fairfield Road,Yeronga,Queensland,5,20120713,,-27.5194511,153.0152331
4643,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4643,Allawah,Operational,7-Eleven Pty Ltd,,439 Princes Highway,Allawah,New South Wales,5,20120713,,-33.9804801,151.1192281
4644,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4644,Arncliffe,Operational,7-Eleven Pty Ltd,,28 Princes Highway,Arncliffe,New South Wales,5,20120713,,-33.9342581,151.1525271
4645,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4645,Arndell Park,Operational,7-Eleven Pty Ltd,,180 Reservoir Road,Arndell Park,New South Wales,5,20120713,,-33.7967111,150.8968051
4646,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4646,Artarmon,Operational,7-Eleven Pty Ltd,,Pacific Highway,Artarmon,New South Wales,5,20120713,,-33.8105791,151.1773611
4647,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4647,Ashfield,Operational,7-Eleven Pty Ltd,,132 Hume Highway,Ashfield,New South Wales,5,20120713,,-33.8906130999999,151.1295471
4648,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4648,Bankstown,Operational,7-Eleven Pty Ltd,,180 Stacey Street,Bankstown,New South Wales,5,20120713,,-33.9209461,151.0391611
4649,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4649,Baulkham Hills,Operational,7-Eleven Pty Ltd,,217-219 Seven Hills Road,Baulkham Hills,New South Wales,5,20120713,,-33.7555541,150.9633121
4650,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4650,Belmore,Operational,7-Eleven Pty Ltd,,792-794 Canterbury Road,Belmore,New South Wales,5,20120713,,-33.9256270999999,151.0872591
4651,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4651,Berkeley,Operational,7-Eleven Pty Ltd,,Northcliffe Road,Berkeley,New South Wales,5,20120713,,-34.4768660999999,150.8393581
4652,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4652,Berowra,Operational,7-Eleven Pty Ltd,,965-969 Pacific Highway,Berowra,New South Wales,5,20120713,,-33.6267971,151.1479081
4653,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4653,Bexley,Operational,7-Eleven Pty Ltd,,474 Forest Road,Bexley,New South Wales,5,20120713,,-33.9513861,151.1250721
4654,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4654,Bexley,Operational,7-Eleven Pty Ltd,,611-615 Forest Road,Bexley,New South Wales,5,20120713,,-33.9555260999999,151.1184971
4655,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4655,Blacktown,Operational,7-Eleven Pty Ltd,,62 Walters Road,Blacktown,New South Wales,5,20120713,,-33.7760241,150.8949891
4656,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4656,Blacktown East,Operational,7-Eleven Pty Ltd,,Blacktown Road,Blacktown,New South Wales,5,20120713,,-33.7801461,150.9206831
4657,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4657,Blacktown West,Operational,7-Eleven Pty Ltd,,175 Richmond Road,Blacktown,New South Wales,5,20120713,,-33.7548470999999,150.8912201
4658,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4658,Blaxland,Operational,7-Eleven Pty Ltd,,Great Western Highway,Blaxland,New South Wales,5,20120713,,-33.7463400999999,150.6137121
4659,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4659,Bligh Park,Operational,7-Eleven Pty Ltd,,735 George Street,Bligh Park,New South Wales,5,20120713,,-33.6370031,150.7859801
4660,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,4660,Burwood,Operational,7-Eleven Pty Ltd,,Parramatta Road,Burwood,New South Wales,5,20120713,,-33.8695471,151.1081491
